Engineering_Branch,Student_Status,CGPA,Python_Proficiency,CPP_Proficiency,Java_Proficiency,MATLAB_Proficiency,DSA_Understanding,Database_SQL_Understanding,OOP_Understanding,OS_Understanding,Technical_Tools,Project_Count,Project_Domain,Internship_Experience,Preparation_Domain,Confidence_Level,Job_Role
ECE,Alumni (Graduated),8.53,1,2,1,4,2,2,1,3,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); MATLAB / Simulink,3-4,Core Engineering,Core Engineering Internship,Core Engineering,4.0,Civil Engineer
Civil,Alumni (Graduated),7.51,1,1,2,3,2,2,2,1,CAD tools (SolidWorks / CATIA / AutoCAD); MATLAB / Simulink,0,Core Engineering,Core Engineering Internship,Core Engineering,4.0,Mechanical Design Engineer
ECE,4th year student,9.75,2,4,4,1,5,4,5,3,ANSYS / Simulation tools; Data Analysis (Python / Excel / Pandas),3-4,Software Development,Software Development Internship,Software Development,5.0,Software Developer
AI,Alumni (Graduated),8.46,4,5,4,3,4,4,5,3,Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau),3-4,Robotics / Embedded Systems,Software Development Internship,Software Development,3.0,Software Developer
ECE,4th year student,8.2,4,3,2,2,3,4,3,3,Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau); Embedded systems / microcontrollers; MATLAB / Simulink,1-2,Core Engineering,Software Development Internship,Data Science / AI,3.0,Data Analyst
ECE,4th year student,8.7,3,4,4,2,5,5,5,2,Circuit design tools; Data Analysis (Python / Excel / Pandas),3-4,Software Development,Software Development Internship,Software Development,4.0,Software Developer
Mechanical,4th year student,5.18,1,2,3,4,1,2,3,1,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); Data Visualization (PowerBI / Tableau); MATLAB / Simulink,5+,Core Engineering,Core Engineering Internship,Core Engineering,4.0,Mechanical Design Engineer
ECE,Alumni (Graduated),9.6,5,3,2,4,5,4,3,4,Data Analysis (Python / Excel / Pandas); Machine Learning / Deep Learning,5+,Core Engineering,Data Science / AI Internship,Core Engineering,3.0,Machine Learning Engineer
Chemical,Alumni (Graduated),6.82,4,4,3,1,4,3,2,5,Circuit design tools; Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau); Machine Learning / Deep Learning,5+,Mixed domains,Software Development Internship,Software Development,3.0,DevOps Engineer
AI,4th year student,8.61,5,2,3,3,3,5,2,2,ANSYS / Simulation tools; Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau); Machine Learning / Deep Learning,5+,Data Science / AI,Data Science / AI Internship,Data Science / AI,4.0,Data Scientist
CSE,Alumni (Graduated),8.87,4,4,2,2,4,2,4,2,Data Analysis (Python / Excel / Pandas); MATLAB / Simulink; Machine Learning / Deep Learning,1-2,Data Science / AI,Data Science / AI Internship,Consulting / Management,3.0,Machine Learning Engineer
Civil,4th year student,5.72,1,1,2,2,2,1,1,1,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); Machine Learning / Deep Learning,1-2,Core Engineering,Core Engineering Internship,Core Engineering,4.0,Civil Engineer
ECE,Alumni (Graduated),8.55,4,3,3,2,4,4,3,2,ANSYS / Simulation tools; Data Analysis (Python / Excel / Pandas); Machine Learning / Deep Learning,1-2,Data Science / AI,Data Science / AI Internship,Data Science / AI,5.0,Machine Learning Engineer
ECE,4th year student,6.55,4,3,4,3,3,4,2,3,Circuit design tools; Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau),5+,Data Science / AI,No internship,Data Science / AI,3.0,Data Analyst
Civil,4th year student,7.33,4,4,5,2,4,5,3,5,Data Analysis (Python / Excel / Pandas),3-4,Software Development,Software Development Internship,Software Development,1.0,Software Developer
ECE,4th year student,8.31,2,5,1,5,3,3,4,4,Circuit design tools; Embedded systems / microcontrollers; MATLAB / Simulink,3-4,Data Science / AI,Electronics / Embedded Internship,Consulting / Management,4.0,Embedded Systems Engineer
ECE,4th year student,6.83,1,4,3,2,4,2,3,3,Circuit design tools; Embedded systems / microcontrollers; MATLAB / Simulink,3-4,Robotics / Embedded Systems,Electronics / Embedded Internship,Embedded Systems / Electronics,3.0,Embedded Systems Engineer
CSE,4th year student,8.11,5,3,3,3,5,3,4,3,Data Analysis (Python / Excel / Pandas); Machine Learning / Deep Learning,5+,Mixed domains,Software Development Internship,Data Science / AI,5.0,Machine Learning Engineer
CSE,Alumni (Graduated),8.52,5,5,4,2,4,4,5,3,ANSYS / Simulation tools; Data Analysis (Python / Excel / Pandas); Machine Learning / Deep Learning,5+,Software Development,Software Development Internship,Software Development,5.0,Software Developer
CSE,4th year student,8.77,4,3,2,5,4,3,3,2,Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau); Machine Learning / Deep Learning,5+,Data Science / AI,No internship,Data Science / AI,4.0,Data Scientist
Mechanical,Alumni (Graduated),6.17,2,3,3,2,2,2,2,1,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); Data Analysis (Python / Excel / Pandas); MATLAB / Simulink,3-4,Robotics / Embedded Systems,Core Engineering Internship,Consulting / Management,4.0,Mechanical Design Engineer
CSE,Alumni (Graduated),6.83,3,4,4,2,4,4,4,3,Data Analysis (Python / Excel / Pandas),3-4,Software Development,Software Development Internship,Software Development,5.0,Software Developer
CSE,4th year student,8.56,5,2,2,2,4,4,3,5,Circuit design tools; Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau); Machine Learning / Deep Learning,3-4,Data Science / AI,No internship,Software Development,5.0,Data Scientist
Electrical,Alumni (Graduated),8.23,3,4,3,1,3,2,3,3,ANSYS / Simulation tools; Circuit design tools; Data Analysis (Python / Excel / Pandas),0,Software Development,Software Development Internship,Software Development,5.0,DevOps Engineer
ECE,4th year student,6.74,5,3,2,2,2,5,2,3,ANSYS / Simulation tools; Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau),5+,Data Science / AI,Data Science / AI Internship,Data Science / AI,2.0,Data Analyst
AI,Alumni (Graduated),7.38,4,2,1,2,2,3,2,2,Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau); Embedded systems / microcontrollers,1-2,Data Science / AI,Data Science / AI Internship,Data Science / AI,5.0,Data Analyst
AI,4th year student,5.84,2,3,2,2,2,4,2,1,Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau),3-4,Data Science / AI,Data Science / AI Internship,Data Science / AI,5.0,Data Analyst
ECE,4th year student,7.69,3,1,2,4,3,4,3,4,Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau),5+,Data Science / AI,Data Science / AI Internship,Data Science / AI,4.0,Data Analyst
Electrical,4th year student,8.4,3,4,3,1,3,4,4,3,CAD tools (SolidWorks / CATIA / AutoCAD); Circuit design tools; Embedded systems / microcontrollers; MATLAB / Simulink,3-4,Robotics / Embedded Systems,Electronics / Embedded Internship,Embedded Systems / Electronics,4.0,Embedded Systems Engineer
AI,4th year student,8.36,4,3,2,1,4,4,4,1,Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau); MATLAB / Simulink; Machine Learning / Deep Learning,5+,Data Science / AI,Data Science / AI Internship,Data Science / AI,3.0,Data Scientist
Electrical,4th year student,6.47,2,4,3,4,2,2,2,3,Circuit design tools; Data Visualization (PowerBI / Tableau); Embedded systems / microcontrollers; MATLAB / Simulink,1-2,Robotics / Embedded Systems,Electronics / Embedded Internship,Embedded Systems / Electronics,2.0,Embedded Systems Engineer
Electrical,4th year student,8.04,4,4,2,3,4,4,2,2,Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau),1-2,Data Science / AI,Data Science / AI Internship,Data Science / AI,3.0,Data Analyst
CSE,4th year student,8.51,5,5,1,4,5,3,4,4,Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau); Machine Learning / Deep Learning,3-4,Data Science / AI,Data Science / AI Internship,Embedded Systems / Electronics,4.0,Machine Learning Engineer
ECE,Alumni (Graduated),7.67,4,2,3,3,3,4,3,4,CAD tools (SolidWorks / CATIA / AutoCAD); Data Analysis (Python / Excel / Pandas); Machine Learning / Deep Learning,5+,Data Science / AI,Data Science / AI Internship,Data Science / AI,5.0,Machine Learning Engineer
Metallurgy,4th year student,7.59,2,3,3,5,1,1,2,1,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); Circuit design tools; MATLAB / Simulink,1-2,Core Engineering,Core Engineering Internship,Core Engineering,4.0,Mechanical Design Engineer
Mechanical,Alumni (Graduated),6.83,2,2,2,3,1,1,2,2,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); Circuit design tools; Machine Learning / Deep Learning,3-4,Core Engineering,No internship,Core Engineering,3.0,Manufacturing Engineer
ECE,Alumni (Graduated),6.62,3,3,1,3,3,3,4,4,Circuit design tools; Embedded systems / microcontrollers; MATLAB / Simulink,3-4,Robotics / Embedded Systems,Electronics / Embedded Internship,Embedded Systems / Electronics,3.0,Embedded Systems Engineer
Electrical,Alumni (Graduated),6.17,4,3,4,2,3,4,4,5,Circuit design tools; Data Analysis (Python / Excel / Pandas); Machine Learning / Deep Learning,5+,Software Development,Software Development Internship,Software Development,4.0,DevOps Engineer
ECE,Alumni (Graduated),8.06,4,4,4,1,4,5,4,4,ANSYS / Simulation tools; Circuit design tools; Data Analysis (Python / Excel / Pandas),0,Software Development,Software Development Internship,Core Engineering,5.0,Software Developer
Electrical,Alumni (Graduated),9.27,5,3,2,2,4,4,4,3,Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau); MATLAB / Simulink,1-2,Data Science / AI,Data Science / AI Internship,Data Science / AI,4.0,Data Analyst
Civil,4th year student,8.06,3,2,1,3,1,1,2,3,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD),3-4,Core Engineering,Core Engineering Internship,Software Development,3.0,Civil Engineer
AI,Alumni (Graduated),8.45,4,3,2,4,5,4,5,3,Circuit design tools; Data Analysis (Python / Excel / Pandas); Machine Learning / Deep Learning,5+,Data Science / AI,Data Science / AI Internship,Data Science / AI,5.0,Machine Learning Engineer
Civil,4th year student,8.35,2,1,1,3,2,2,1,1,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); Data Analysis (Python / Excel / Pandas),1-2,Core Engineering,Core Engineering Internship,Core Engineering,4.0,Civil Engineer
Civil,4th year student,6.37,1,3,2,4,2,2,1,2,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); Data Analysis (Python / Excel / Pandas),3-4,Core Engineering,Electronics / Embedded Internship,Core Engineering,3.0,Civil Engineer
CSE,4th year student,7.69,4,2,3,2,4,4,4,5,Circuit design tools; Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau); Machine Learning / Deep Learning,3-4,Data Science / AI,No internship,Data Science / AI,5.0,Data Scientist
Electrical,Alumni (Graduated),7.71,2,1,1,1,2,2,1,1,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); Data Analysis (Python / Excel / Pandas),1-2,Core Engineering,Core Engineering Internship,Core Engineering,3.0,Civil Engineer
ECE,Alumni (Graduated),7.92,5,4,3,2,2,4,3,2,CAD tools (SolidWorks / CATIA / AutoCAD); Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau); Machine Learning / Deep Learning,5+,Data Science / AI,Data Science / AI Internship,Consulting / Management,4.0,Data Scientist
Mechanical,4th year student,7.68,1,3,1,4,1,2,2,1,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD),1-2,Core Engineering,Core Engineering Internship,Core Engineering,4.0,Manufacturing Engineer
Chemical,4th year student,7.49,2,2,2,3,1,2,3,1,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); MATLAB / Simulink; Machine Learning / Deep Learning,3-4,Core Engineering,Core Engineering Internship,Core Engineering,4.0,Manufacturing Engineer
ECE,4th year student,8.48,5,3,3,3,4,2,4,4,CAD tools (SolidWorks / CATIA / AutoCAD); Data Analysis (Python / Excel / Pandas); Machine Learning / Deep Learning,3-4,Software Development,Data Science / AI Internship,Data Science / AI,4.0,Machine Learning Engineer
ECE,4th year student,8.95,5,2,3,5,4,4,4,3,CAD tools (SolidWorks / CATIA / AutoCAD); Data Analysis (Python / Excel / Pandas); Machine Learning / Deep Learning,3-4,Data Science / AI,Data Science / AI Internship,Embedded Systems / Electronics,3.0,Machine Learning Engineer
CSE,4th year student,7.79,5,2,2,4,4,5,3,4,Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau); Machine Learning / Deep Learning,1-2,Data Science / AI,No internship,Data Science / AI,5.0,Data Scientist
CSE,Alumni (Graduated),8.02,4,3,1,3,3,5,3,2,Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau),5+,Data Science / AI,No internship,Data Science / AI,4.0,Data Analyst
Electrical,4th year student,7.1,4,2,3,1,3,5,3,3,Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau); MATLAB / Simulink,1-2,Data Science / AI,Data Science / AI Internship,Data Science / AI,4.0,Data Analyst
ECE,Alumni (Graduated),7.79,5,3,3,3,3,3,3,3,ANSYS / Simulation tools; Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau); Machine Learning / Deep Learning,5+,Software Development,Data Science / AI Internship,Data Science / AI,5.0,Machine Learning Engineer
Metallurgy,4th year student,7.93,1,3,2,4,1,2,1,1,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); MATLAB / Simulink,3-4,Mixed domains,No internship,Core Engineering,4.0,Mechanical Design Engineer
ECE,Alumni (Graduated),7.85,3,3,4,2,4,5,2,4,Circuit design tools; Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau),3-4,Robotics / Embedded Systems,Data Science / AI Internship,Data Science / AI,4.0,Data Analyst
CSE,4th year student,8.9,5,3,3,5,5,3,4,3,Data Analysis (Python / Excel / Pandas); Machine Learning / Deep Learning,5+,Data Science / AI,Data Science / AI Internship,Data Science / AI,4.0,Machine Learning Engineer
CSE,Alumni (Graduated),8.2,4,3,3,2,5,4,5,5,Data Analysis (Python / Excel / Pandas); Embedded systems / microcontrollers,1-2,Software Development,Software Development Internship,Software Development,4.0,Software Developer
ECE,Alumni (Graduated),7.96,4,4,3,4,4,3,4,4,ANSYS / Simulation tools; Data Analysis (Python / Excel / Pandas); Embedded systems / microcontrollers; Machine Learning / Deep Learning,5+,Robotics / Embedded Systems,No internship,Data Science / AI,4.0,Machine Learning Engineer
AI,Alumni (Graduated),7.28,3,5,5,2,3,5,4,4,Data Analysis (Python / Excel / Pandas); Embedded systems / microcontrollers,3-4,Software Development,Software Development Internship,Software Development,4.0,Software Developer
CSE,4th year student,8.5,5,4,2,3,5,3,4,2,Data Analysis (Python / Excel / Pandas); MATLAB / Simulink; Machine Learning / Deep Learning,5+,Data Science / AI,Data Science / AI Internship,Data Science / AI,4.0,Machine Learning Engineer
AI,Alumni (Graduated),7.63,5,2,2,3,5,3,3,4,ANSYS / Simulation tools; Circuit design tools; Data Analysis (Python / Excel / Pandas); Machine Learning / Deep Learning,5+,Data Science / AI,Data Science / AI Internship,Data Science / AI,4.0,Machine Learning Engineer
Mechanical,4th year student,7.12,2,1,2,2,1,1,2,1,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD),1-2,Core Engineering,Core Engineering Internship,Core Engineering,3.0,Manufacturing Engineer
ECE,4th year student,7.99,2,3,1,3,4,5,4,3,Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau); MATLAB / Simulink; Machine Learning / Deep Learning,1-2,Data Science / AI,Data Science / AI Internship,Data Science / AI,3.0,Data Analyst
Civil,Alumni (Graduated),6.67,2,1,1,3,1,2,1,2,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); Data Analysis (Python / Excel / Pandas),5+,Core Engineering,Core Engineering Internship,Core Engineering,3.0,Civil Engineer
AI,4th year student,8.17,2,3,5,1,4,2,4,3,Data Analysis (Python / Excel / Pandas); Machine Learning / Deep Learning,5+,Software Development,Software Development Internship,Software Development,2.0,Software Developer
Chemical,4th year student,7.54,1,3,1,2,2,1,2,2,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); MATLAB / Simulink,5+,Core Engineering,No internship,Core Engineering,1.0,Manufacturing Engineer
Metallurgy,4th year student,6.53,2,2,2,5,1,1,1,2,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD),3-4,Core Engineering,No internship,Core Engineering,4.0,Civil Engineer
CSE,Alumni (Graduated),7.31,3,5,3,2,4,3,4,3,MATLAB / Simulink; Machine Learning / Deep Learning,3-4,Robotics / Embedded Systems,Software Development Internship,Software Development,3.0,Software Developer
CSE,4th year student,7.99,2,2,1,2,3,4,1,2,Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau),1-2,Data Science / AI,Data Science / AI Internship,Data Science / AI,4.0,Data Analyst
Mechanical,4th year student,8.16,1,4,2,4,1,2,2,2,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); Circuit design tools; MATLAB / Simulink,3-4,Core Engineering,Core Engineering Internship,Core Engineering,4.0,Mechanical Design Engineer
AI,4th year student,7.54,4,2,2,3,3,4,3,4,CAD tools (SolidWorks / CATIA / AutoCAD); Data Analysis (Python / Excel / Pandas); Data Visualization (PowerBI / Tableau); Machine Learning / Deep Learning,5+,Data Science / AI,Data Science / AI Internship,Embedded Systems / Electronics,3.0,Data Scientist
Mechanical,4th year student,8.22,1,2,1,3,1,2,1,1,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); Embedded systems / microcontrollers,3-4,Core Engineering,Core Engineering Internship,Core Engineering,4.0,Civil Engineer
Mechanical,4th year student,7.09,3,4,2,3,1,1,2,2,ANSYS / Simulation tools; CAD tools (SolidWorks / CATIA / AutoCAD); Embedded systems / microcontrollers; MATLAB / Simulink,3-4,Core Engineering,Core Engineering Internship,Core Engineering,3.0,Mechanical Design Engineer
